,Unnamed: 0,rates_code,rates_authority_id,rates_authority,region,location_code,address_no,address_street,address_town,pc__pcs,use_category,scat_code,sub_category,category,floor_area,rental_valuation,valuation_date,revaluation_year,period,rates_expected,name,rates_paid,status,status_date,status_duration,ratepayers_published,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,geometry,highstreet
86809,362689,00242005910012,E09000007,Camden,Inner London - West,60492063,59,MILL LANE,LONDON,NW6 1NB,Shops,249,Retail High Street,Retail,54.13,18000.0,2017-04-01 00:00:00+00:00,2017,2021-03,8982.0,NASPRAM PHARMA LTD,870.21,True,2014-06-30,2467.0,True,5021389,17724540.0,I,,,CR08,,525124.0,185229.0,51.55208560000001,-0.1966883,2,5210,E,2007-12-21,2020-02-08,2002-10-08,AQUA PHARMACY,,,,,,59.0,,,,,,,59.0,,,,,,20400242,1,,,N,osgb1000002298627103,15.0,osgb4000000030223271,2,osgb1000004206107,6,,60492063.0,MILL LANE,,,MILL LANE,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1NB,NW6 1NB,S,1R,D,,E05000132,,2012-03-19,1,CS,249.0,,POINT (525125.7343327294 185229.3091539657),Mill
86833,367455,00242003600038,E09000007,Camden,Inner London - West,4015952000,GND FLR 36,MILL LANE,LONDON,NW6 1NR,Shops,249,Retail High Street,Retail,25.83,13750.0,2017-04-01 00:00:00+00:00,2017,2021-03,6861.25,SMART DRY CLEANERS LTD.,2080.12,True,2019-12-08,480.0,True,5136583,28760358.0,I,,,C,,524810.0,185103.0,51.5510226,-0.2012595,1,5210,E,2007-12-21,2021-05-28,2004-09-23,SMART DRY CLEANERS,,,,,,36.0,,,,,,,36.0,,,,,,20400242,1,,,N,osgb1000002298927676,5.0,osgb5000005153439016,1,osgb1000004055245,3,,4015952000.0,MILL LANE,,,MILL LANE,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1NR,NW6 1NR,S,1Q,D,,E05000132,,2012-03-19,4,CS,249.0,,POINT (524811.7296149145 185103.2948704086),Mill
86849,399397,00242003000001,E09000007,Camden,Inner London - West,961356000,ORANGE SITE GLN0144 ROOF OF ELLERTON HOUSE 30,MILL LANE,LONDON,NW6 1LX,Communication Stations (National Scheme),66,Other Public,,77.6712840642744,16250.0,2017-04-01 00:00:00+00:00,2017,2021-03,8108.75,ORANGE PCS LTD,5966.76,True,2010-04-01,4018.0,True,5106798,,I,,,P,,524782.0,185090.0,51.550912,-0.2016677,2,5210,E,2007-12-21,2018-02-25,2002-10-08,,,,,,,,,,,,,,30.0,,,,ELLERTON,,20400242,1,,,N,,,osgb5000005153439008,1,osgb1000004055214,3,,961356000.0,MILL LANE,,,,,,,,,,,LONDON,CAMDEN,,,,NW6 1LX,,,N,,E05000132,,,33,MT1,66.0,,POINT (524783.731682529 185090.2997256357),Mill
86865,399413,00242003230001,E09000007,Camden,Inner London - West,11057886000,COMMUNICATIONS SITE SUTIUATED 1-32 AT 30,MILL LANE,LONDON,NW6 1LX,Communication Stations (National Scheme),66,Other Public,,0.4832177054527771,100.0,2017-04-01 00:00:00+00:00,2017,2021-03,49.9,UK BROADBAND LIMITED,10.61,True,2017-01-11,1541.0,True,5191331,,I,,,CU06,5106798.0,524782.0,185090.0,51.550912,-0.2016677,2,5210,E,2018-01-25,2018-02-24,2018-01-23,,,,,,,,1.0,,32.0,,PUBLIC ACCESS WIRELESS BROADBAND COMMUNICATION SITE SITUATED AT ELLERTON,,30.0,,,,ELLERTON,,20400242,1,,,,,,osgb5000005153439008,1,osgb1000004055214,3,,11057886000.0,MILL LANE,,,,,,,,,,,LONDON,CAMDEN,,,,NW6 1LX,,,L,,E05000132,,,0,MT1,66.0,,POINT (524783.731682529 185090.2997256357),Mill
86881,399429,00242004042002,E09000007,Camden,Inner London - West,222800063,PICKLED NEWT 40-42,MILL LANE,LONDON,NW6 1NR,Public Houses/Pub Restaurants (National Scheme),226,Retail Restaurants & Cafes,Retail,246.426805503126,47000.0,2017-04-01 00:00:00+00:00,2017,2021-03,23453.0,,,True,2017-04-01,,True,5083419,56459982.0,I,2.0,2021-04-12,CR06,,524827.0,185105.0,51.5510369,-0.2010137,1,5210,E,2007-12-21,2021-05-28,2002-10-08,THE ALLIANCE,THE ALLIANCE,,,,,40.0,,,,,,,40.0,,42.0,,,,20400242,1,,,Y,,,osgb4000000031077340,1,osgb1000004055248,3,,222800063.0,MILL LANE,,,MILL LANE,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1NR,NW6 1NR,S,1Z,D,,E05000132,,2021-03-29,0,CL,226.0,,POINT (524828.7317017558 185105.3041907376),Mill
86897,399445,00242006700002T1,E09000007,Camden,Inner London - West,12186357000,GND FLR FRONT 67,MILL LANE,LONDON,NW6 1NB,Shops,249,Retail High Street,Retail,24.7,11750.0,2017-04-01 00:00:00+00:00,2017,2021-03,5863.25,,,True,2017-04-01,,True,5194692,,I,,,CR08,5087608.0,525147.0,185231.0,51.5520984,-0.196356,1,5210,E,2019-08-15,2019-10-06,2019-08-14,,,,,,,,,,,,SHOPS AND PREMISES GROUND FLOOR FRONT,,67.0,,,,,,20400242,1,,,,,,osgb4000000030223272,0,osgb1000004206111,5,,12186357000.0,MILL LANE,,,,,,,,,,,LONDON,CAMDEN,,,,NW6 1NB,,,C,,E05000132,,,0,CS,249.0,,POINT (525148.7368842952 185231.300596714),Mill
86913,399461,00242006700002T2,E09000007,Camden,Inner London - West,12186358000,GND FLR REAR 67,MILL LANE,LONDON,NW6 1NB,Stores,268,Retail High Street,Retail,14.7,2150.0,2017-04-01 00:00:00+00:00,2017,2021-03,1072.85,,,True,2017-04-01,,True,5194693,,I,,,CR08,5087608.0,525147.0,185231.0,51.5520984,-0.196356,1,5210,E,2019-08-15,2019-10-06,2019-08-14,,,,,,,,,,,,STORE AND PREMISES GROUND FLOOR REAR,,67.0,,,,,,20400242,1,,,,,,osgb4000000030223272,0,osgb1000004206111,5,,12186358000.0,MILL LANE,,,,,,,,,,,LONDON,CAMDEN,,,,NW6 1NB,,,C,,E05000132,,,0,CW3,268.0,,POINT (525148.7368842952 185231.300596714),Mill
86957,6511,000450056710023,E09000007,Camden,Inner London - West,4032574000,BST & GRD FS 569,FINCHLEY ROAD,LONDON,NW3 7BN,Offices (Inc Computer Centres),203,Office General,Office,119.62,17250.0,2017-04-01 00:00:00+00:00,2017,2021-03,8607.75,VISUAL HOMES LTD,5216.29,True,2010-04-01,4018.0,True,5138356,17696750.0,I,,,C,,525177.0,185790.0,51.5571156,-0.1957249,1,5210,E,2007-12-21,2015-10-08,2005-08-24,,,,,,,569.0,,,,,,,569.0,,,,,,20400045,1,,,N,osgb1000002298625019,20.0,osgb4000000030330117,3,osgb1000004205060,5,,4032574000.0,FINCHLEY ROAD,,,FINCHLEY ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW3 7BN,NW3 7BN,S,1H,D,,E05000132,,2012-03-19,0,CO,203.0,,POINT (525178.7265720932 185790.318292579),Fortune
87001,8843,00045055904214,E09000007,Camden,Inner London - West,205872063,DE CAUX 042 O/S 559,FINCHLEY ROAD,LONDON,NW3 7BJ,Advertising Right,3,Other Public,,2.0,750.0,2017-04-01 00:00:00+00:00,2017,2021-03,374.25,LBC - D4365CE020,289.8,True,2010-04-01,4018.0,True,5162691,,I,,,CZ01,,525183.0,185792.0,51.5571323,-0.19563770000000005,1,5210,E,2011-10-24,2020-02-08,2011-10-13,,,,,,,,,,,,,,,,,,ADVERTISING RIGHT AND PREMISES DE CAUX 042 OUTSIDE 559,,20400045,1,,,N,,,osgb4000000030330117,3,osgb1000001786052692,9,,205872063.0,FINCHLEY ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW3 7BN,,,N,,E05000132,,,0,CA,3.0,,POINT (525184.7254793273 185792.3245385684),Fortune
87045,8887,00045056710012,E09000007,Camden,Inner London - West,4032565000,BST & GRD FS 567,FINCHLEY ROAD,LONDON,NW3 7BN,Shops,249,Retail High Street,Retail,91.08,15500.0,2017-04-01 00:00:00+00:00,2017,2021-03,7734.5,HAIDEH'S HAPPY GEMS LTD,4732.71,True,2010-04-01,4018.0,True,5138355,17696748.0,I,,,C,,525179.0,185785.0,51.55707020000001,-0.1956979,2,5210,E,2007-12-21,2018-09-23,2005-08-24,HAPPY GEMS,,,,,,567.0,,,,,,,567.0,,,,,,20400045,1,,,N,osgb1000002298625011,20.0,osgb4000000030330117,3,osgb1000004205059,3,,4032565000.0,FINCHLEY ROAD,,,FINCHLEY ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW3 7BN,NW3 7BN,S,1B,D,,E05000132,,2012-03-19,0,CS,249.0,,POINT (525180.7227646308 185785.315746729),Fortune
87089,8931,00045057100007,E09000007,Camden,Inner London - West,2877025000,BST & GND FS FNT 571,FINCHLEY ROAD,LONDON,NW3 7BN,Shops,249,Retail High Street,Retail,36.0,6700.0,2017-04-01 00:00:00+00:00,2017,2021-03,3343.3,POSTPOINT SERVICES LIMITED,2060.92,True,2010-04-01,4018.0,True,5109701,17696745.0,I,,,C,,525173.0,185793.0,51.5571435,-0.1957815,2,5210,E,2007-12-21,2018-12-09,2002-10-08,KEEP IT REAL PROMOTION LTD,,,,,,571.0,,,,,,,571.0,,,,,,20400045,1,,,N,,,osgb4000000030330117,3,osgb1000004205061,5,,2877025000.0,FINCHLEY ROAD,,,FINCHLEY ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW3 7BN,NW3 7BN,S,2D,D,,E05000132,,2018-11-21,1,CS,249.0,,POINT (525174.7265129867 185793.3241318497),Fortune
87133,8975,00045057357502,E09000007,Camden,Inner London - West,2877027000,(INCL BST & GND FS REAR 571) BST & GND FS 573-575,FINCHLEY ROAD,LONDON,NW3 7BN,Commercial Miscellaneous,992,Other Commercial,,203.54,30000.0,2017-04-01 00:00:00+00:00,2017,2021-03,14970.0,HAMPSTEAD SAFE DEPOSIT VAULT LTD,10068.41,True,2010-04-01,4018.0,True,5109702,55604222.0,I,,,C,,525173.0,185801.0,51.5572154,-0.1957787,2,5210,E,2007-12-21,2020-02-08,2002-10-08,BALTHORNE SECURITY SOLUTIONS LTD,,,,,573-575,,,,,,,,573.0,,575.0,,,,20400045,1,,,N,,,osgb4000000030455376,8,osgb1000004205062,6,,2877027000.0,FINCHLEY ROAD,,,FINCHLEY ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW3 7BN,NW3 7BN,S,2E,D,,E05000132,,2019-02-26,1,CX,992.0,,POINT (525174.7233731225 185801.3245755954),Fortune
87177,19051,00119003300019,E09000007,Camden,Inner London - West,3033030000,33A,INGHAM ROAD,LONDON,NW6 1DG,Offices (Inc Computer Centres),203,Office General,Office,38.5,11500.0,2017-04-01 00:00:00+00:00,2017,2021-03,5738.5,PADDINGTON CHURCHES HOUSING,2700.89,True,2010-04-01,4018.0,True,5112178,,I,,,C,,525172.0,185570.0,51.5551395,-0.19587520000000005,1,5210,E,2007-12-21,2018-11-11,2002-10-08,,,,,,,,,,,,,,33.0,A,,,,,20400119,1,,,N,,,osgb4000000030139162,4,osgb1000004204996,3,,3033030000.0,INGHAM ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW6 1DG,,,L,,E05000132,,,0,CO,203.0,,POINT (525173.7282189509 185570.3086697055),Fortune
87221,19095,00121002719991,E09000007,Camden,Inner London - West,101675063,R/O 27-35,FORTUNE GREEN ROAD,LONDON,NW6 1DU,Stores,268,Retail High Street,Retail,11.1,1600.0,2017-04-01 00:00:00+00:00,2017,2021-03,798.4,,,True,2017-04-01,,True,5158116,,I,,,C,,525125.0,185428.0,51.5538738,-0.1966032,1,5210,E,2011-01-31,2015-10-08,2011-01-31,,,,,,,,,,,,,,,,,,REAR OF 27-35,,20400121,1,,,N,,,osgb4000000030139157,2,osgb1000004205969,4,,101675063.0,FORTUNE GREEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW6 1DU,,,L,,E05000132,,,0,CW3,268.0,,POINT (525126.7312694275 185428.3116870426),Fortune
87265,19139,00121002730011,E09000007,Camden,Inner London - West,101674063,27-29,FORTUNE GREEN ROAD,LONDON,NW6 1DU,Restaurants,234,Retail Restaurants & Cafes,Retail,131.45,26000.0,2017-04-01 00:00:00+00:00,2017,2021-03,12974.0,APPLE BUTTER LIMITED,,True,2019-12-21,467.0,True,5083808,17723435.0,I,,,CR07,,525134.0,185439.0,51.5539706,-0.1964696,1,5210,E,2007-12-21,2018-09-23,2002-10-08,NAUTILUS FISH RESTAURANT,,,,,27-29,,,,,,,,27.0,,29.0,,,,20400121,1,,,N,osgb1000002298627994,16.0,osgb4000000030330120,6,osgb1000004205963,6,,101674063.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DU,NW6 1DU,S,1A,D,,E05000132,,2012-03-19,0,CR,234.0,,POINT (525135.7276810538 185439.3047124757),Fortune
87309,19183,00121005900017,E09000007,Camden,Inner London - West,8832160000,59,FORTUNE GREEN ROAD,LONDON,NW6 1DR,Shops,249,Retail High Street,Retail,334.67,88500.0,2017-04-01 00:00:00+00:00,2017,2021-03,45312.0,TESCO STORES LTD,32188.36,True,2014-05-11,2517.0,True,5164090,17723373.0,I,,,CR08,,525108.0,185624.0,51.555639,-0.1967787,2,5210,E,2012-02-14,2018-12-09,2012-02-08,TESCO EXPRESS,,,,,,59.0,,,,,,,59.0,,,,,,20400121,1,,,N,osgb5000005102943320,7.0,osgb4000000030223712,4,osgb1000001787351902,2,,8832160000.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DR,NW6 1DR,S,3R,D,,E05000132,,2012-04-23,1,CS,249.0,,POINT (525109.7252524593 185624.3111454405),Fortune
87353,19227,00121006000012,E09000007,Camden,Inner London - West,7843386000,GND FLR FRONT 60,FORTUNE GREEN ROAD,LONDON,NW6 1DT,Shops,249,Retail High Street,Retail,23.37,11000.0,2017-04-01 00:00:00+00:00,2017,2021-03,5489.0,G.P.S. PROPERTY MAINTENANCE LTD,477.51,True,2014-01-23,2625.0,True,5088071,17723424.0,I,,,C,,525155.0,185461.0,51.5541637,-0.196159,2,5210,E,2007-12-21,2021-04-11,2002-10-08,PLUMB IT ALL,,,,,,60.0,,,,,,,60.0,,,,,,20400121,1,,,N,osgb1000002298627915,22.0,osgb4000000030330120,6,osgb1000004206017,4,,7843386000.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DT,NW6 1DT,S,1D,D,,E05000132,,2012-03-19,2,CS,249.0,,POINT (525156.730448126 185461.309409525),Fortune
87397,19271,00121006200008,E09000007,Camden,Inner London - West,5319519000,62,FORTUNE GREEN ROAD,LONDON,NW6 1DT,Shops,249,Retail High Street,Retail,22.75,9600.0,2017-04-01 00:00:00+00:00,2017,2021-03,4790.4,M & F CUTS LTD,0.0,True,2014-04-01,2557.0,True,5064859,56445613.0,I,,,C,,525151.0,185463.0,51.5541826,-0.196216,2,5210,E,2007-12-21,2021-05-28,2002-10-08,HOLISTIC HEALTH,,,,,,62.0,,,,,,,62.0,,,,,,20400121,1,,,N,,,osgb4000000030330120,6,osgb1000004206016,4,,5319519000.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DT,NW6 1DT,S,1W,D,,E05000132,,2021-03-15,4,CS,249.0,,POINT (525152.7271081682 185463.3137380656),Fortune
87441,19315,00121006410018,E09000007,Camden,Inner London - West,101694063,GND F 64,FORTUNE GREEN ROAD,LONDON,NW6 1DT,Shops,249,Retail High Street,Retail,63.4,17000.0,2017-04-01 00:00:00+00:00,2017,2021-03,8483.0,CROMWELL SECURITY & FIRE SERVICE,11129.33,True,2019-04-01,731.0,True,5051176,17723432.0,I,,,C,,525147.0,185465.0,51.5542014,-0.1962729,2,5210,E,2007-12-21,2020-02-08,2002-10-08,,,,,,,64.0,,,,,,,64.0,,,,,,20400121,1,,,N,osgb1000002298627911,16.0,osgb4000000030330120,6,osgb1000004206015,4,,101694063.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DT,NW6 1DT,S,1F,D,,E05000132,,2012-03-19,2,CS,249.0,,POINT (525148.7309781449 185465.3071201599),Fortune
87485,19359,00121006600003,E09000007,Camden,Inner London - West,217548063,GND F FRONT 66,FORTUNE GREEN ROAD,LONDON,NW6 1DT,Shops,249,Retail High Street,Retail,16.1,8800.0,2017-04-01 00:00:00+00:00,2017,2021-03,4391.2,,,True,2017-04-01,,True,5020312,17723426.0,I,,,CR02,,525140.0,185469.0,51.5542389,-0.1963724,1,5210,E,2007-12-21,2018-12-09,2002-10-08,TRING PROPERTIES,,,,,,66.0,,,,,,,66.0,,,,,,20400121,1,,,N,osgb1000002298627909,15.0,osgb5000005156070913,1,osgb1000004206014,3,,217548063.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DT,NW6 1DT,S,1G,D,,E05000132,,2012-03-19,3,CS,249.0,,POINT (525141.7303436194 185469.3072183566),Fortune
87529,19403,0012100683002A,E09000007,Camden,Inner London - West,2538632000,BST & GND FLR FRNT 68,FORTUNE GREEN ROAD,LONDON,NW6 1DS,Shops,249,Retail High Street,Retail,49.3,16500.0,2017-04-01 00:00:00+00:00,2017,2021-03,8233.5,HAMPSTEADDRYCLEANERS LTD,1095.42,True,2018-02-08,1148.0,True,5002329,17723402.0,I,,,CR08,,525136.0,185472.0,51.55426679999999,-0.196429,2,5210,E,2007-12-21,2020-10-17,2002-10-08,ROSE DRY CLEANERS,,,,,,68.0,,,,,,,68.0,,,,,,20400121,1,,,N,osgb1000002298627907,15.0,osgb5000005156070913,1,osgb1000004206013,3,,2538632000.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DS,NW6 1DS,S,4G,D,,E05000132,,2012-03-19,3,CS,249.0,,POINT (525137.7300670648 185472.3130890039),Fortune
87573,19447,00121006900017,E09000007,Camden,Inner London - West,3801157000,1ST FLR THE LODGE 69,FORTUNE GREEN ROAD,LONDON,NW6 1DR,Offices (Inc Computer Centres),203,Office General,Office,52.6,14750.0,2017-04-01 00:00:00+00:00,2017,2021-03,7360.25,PLASTIC SANDWICH PRESENTATION,1614.56,True,2010-04-01,4018.0,True,5111639,,I,,,RD06,5072438.0,525119.0,185695.0,51.5562747,-0.1965949,1,5210,E,2007-12-21,2019-03-10,2002-10-08,,,,,,,,,,,,1ST FLOOR OFFICES,,69.0,,,,HAMPSTEAD CEMETERY,,20400121,1,,,N,,,osgb5000005156070905,1,osgb1000004204602,5,,3801157000.0,FORTUNE GREEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW6 1DR,,,C,,E05000132,,,0,CO,203.0,,POINT (525120.7236861858 185695.3184425209),Fortune
87617,19491,00121007010012,E09000007,Camden,Inner London - West,34104063,70,FORTUNE GREEN ROAD,LONDON,NW6 1DS,Shops,249,Retail High Street,Retail,31.8,5600.0,2017-04-01 00:00:00+00:00,2017,2021-03,2794.4,DMFK DEVELOPMENT LLP,1100.3,True,2013-04-05,2918.0,True,5058528,17723405.0,I,,,C,,525133.0,185476.0,51.5543034,-0.1964708,1,5210,E,2007-12-21,2018-09-23,2002-10-08,,,,,,,70.0,,,,,,,70.0,,,,,,20400121,1,,,N,osgb1000002298627904,14.0,osgb5000005156070913,1,osgb1000004206011,3,,34104063.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DS,NW6 1DS,S,1L,D,,E05000132,,2012-03-19,1,CS,249.0,,POINT (525134.7319422269 185476.3117464095),Fortune
87661,19535,00121007210048,E09000007,Camden,Inner London - West,175189063,GND F FRNT 72,FORTUNE GREEN ROAD,LONDON,NW6 1DS,Shops,249,Retail High Street,Retail,33.5,16500.0,2017-04-01 00:00:00+00:00,2017,2021-03,8233.5,,,True,2017-04-01,,True,5066514,17723398.0,I,,,C,,525134.0,185482.0,51.5543571,-0.1964543,2,5210,E,2007-12-21,2015-11-20,2002-10-08,,,,,,,72.0,,,,,,,72.0,,,,,,20400121,1,,,N,osgb1000002298627901,18.0,osgb5000005156070913,1,osgb1000004206010,3,,175189063.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DS,NW6 1DS,S,1Q,D,,E05000132,,2012-03-19,0,CS,249.0,,POINT (525135.728547429 185482.3116696423),Fortune
87705,19579,00121007610018,E09000007,Camden,Inner London - West,4328168000,GND F FRNT 76,FORTUNE GREEN ROAD,LONDON,NW6 1DS,Shops,249,Retail High Street,Retail,20.59,10000.0,2017-04-01 00:00:00+00:00,2017,2021-03,4990.0,LONDON HABITAT LTD,880.74,True,2010-04-01,4018.0,True,5048335,17723395.0,I,,,CR02,,525130.0,185489.0,51.5544209,-0.1965095,1,5210,E,2007-12-21,2019-04-28,2002-10-08,LONDON HABITAT,,,,,,76.0,,,,,,,76.0,,,,,,20400121,1,,,N,osgb1000002298627899,19.0,osgb5000005156070913,1,osgb1000004206008,3,,4328168000.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DS,NW6 1DS,S,1S,D,,E05000132,,2012-03-19,1,CS,249.0,,POINT (525131.7269012162 185489.3122042082),Fortune
87749,19623,0012100781001A,E09000007,Camden,Inner London - West,101699063,GND F 78,FORTUNE GREEN ROAD,LONDON,NW6 1DS,Hairdressing/Beauty Salons,417,Retail High Street,Retail,43.7,13750.0,2017-04-01 00:00:00+00:00,2017,2021-03,6861.25,HELENA'S (UNISEX) BEAUTY CENTRE,3224.77,True,2010-04-01,4018.0,True,5044869,17723396.0,I,,,CR08,,525129.0,185494.0,51.5544661,-0.1965221,2,5210,E,2007-12-21,2020-10-17,2002-10-08,TILA,,,,,,78.0,,,,,,,78.0,,,,,,20400121,1,,,N,osgb1000002298625641,13.0,osgb4000000030223711,6,osgb1000004206007,7,,101699063.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DS,NW6 1DS,S,4H,D,,E05000132,,2012-03-19,2,CS3,417.0,,POINT (525130.7294779017 185494.3171413153),Fortune
87793,19667,00121008010059,E09000007,Camden,Inner London - West,101701063,GND & 1ST FS 80,FORTUNE GREEN ROAD,LONDON,NW6 1DS,"Surgeries, Clinics, Health Centres (Rental Valuation)",437,Other Public,,133.9,23250.0,2017-04-01 00:00:00+00:00,2017,2021-03,11601.75,THE EXECUTORS OF DR SALIM MAHMUD,7348.5,True,2010-04-01,4018.0,True,5060183,17723388.0,I,,,CM02HC,,525127.0,185498.0,51.5545024,-0.1965495,2,5210,E,2007-12-21,2015-11-20,2002-10-08,HAMPSTEAD MEDICAL CENTRE,,,,,,80.0,,,,,,,80.0,,,,,,20400121,1,,,N,osgb1000002298625639,15.0,osgb4000000030223711,6,osgb1000004206006,9,,101701063.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DS,NW6 1DS,S,1U,D,,E05000132,,2012-03-19,3,MH,437.0,,POINT (525128.7304615526 185498.3070548218),Fortune
87837,19711,00121008800016,E09000007,Camden,Inner London - West,6618104000,BST & GND FLRS 88,FORTUNE GREEN ROAD,LONDON,NW6 1DS,Shops,249,Retail High Street,Retail,53.74,12500.0,2017-04-01 00:00:00+00:00,2017,2021-03,6237.5,CRYSTALIS HAIR AND BEAUTY LTD,1813.22,True,2013-11-01,2708.0,True,5135744,17723397.0,I,,,CR08,,525123.0,185521.0,51.55471,-0.196599,2,5210,E,2007-12-21,2015-11-20,2004-06-08,CRYSTALLIZE HAIR & BEAUTY,,,,,,88.0,,,,,,,88.0,,,,,,20400121,1,,,N,osgb1000002298925537,18.0,osgb4000000030223711,6,osgb1000004205017,5,,6618104000.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DS,NW6 1DS,S,1Z,D,,E05000132,,2012-03-19,0,CS,249.0,,POINT (525124.7297045521 185521.3086443234),Fortune
87881,19755,00121009020006,E09000007,Camden,Inner London - West,222560063,GND F 90,FORTUNE GREEN ROAD,LONDON,NW6 1DS,Restaurants,234,Retail Restaurants & Cafes,Retail,133.4,24500.0,2017-04-01 00:00:00+00:00,2017,2021-03,12225.5,BOMBAY NIGHTS LTD,2347.84,True,2012-12-05,3039.0,True,5010217,17723403.0,I,,,CR07,,525122.0,185526.0,51.5547552,-0.19661170000000006,2,5210,E,2007-12-21,2015-08-23,2002-10-08,BOMBAY NIGHTS RESTAURANT,,,,,,90.0,,,,,,,90.0,,,,,,20400121,1,,,N,osgb1000002298625615,18.0,osgb4000000030602935,7,osgb1000004205016,3,,222560063.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DS,NW6 1DS,S,2U,D,,E05000132,,2012-03-19,2,CR,234.0,,POINT (525123.7253600407 185526.313411906),Fortune
87925,19799,0012100920431B,E09000007,Camden,Inner London - West,205861063,DE CAUX 043 OPP 92,FORTUNE GREEN ROAD,LONDON,NW6 1DS,Advertising Right,3,Other Public,,2.0,750.0,2017-04-01 00:00:00+00:00,2017,2021-03,374.25,LBC - D4365CE020,289.8,True,2010-04-01,4018.0,True,5162695,,I,,,CZ01,,525098.0,185529.0,51.5547875,-0.1969566,1,5210,E,2011-10-24,2015-11-20,2011-10-13,,,,,,,,,,,,,,,,,,ADVERTISING RIGHT AND PREMISES DE CAUX 043 OPPOSITE 92,,20400121,1,,,N,,,osgb4000000030223711,6,osgb5000005156068050,1,,205861063.0,FORTUNE GREEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW6 1DR,,,N,,E05000132,,,0,CA,3.0,,POINT (525099.7270333612 185529.3158836591),Fortune
87969,19843,00121009410046,E09000007,Camden,Inner London - West,175182063,GND F FRNT 94,FORTUNE GREEN ROAD,LONDON,NW6 1DS,Shops,249,Retail High Street,Retail,27.3,14000.0,2017-04-01 00:00:00+00:00,2017,2021-03,6986.0,WEWORK UK LTD,2138.22,True,2016-11-01,1612.0,True,5010883,17723420.0,I,,,C,,525122.0,185536.0,51.5548451,-0.1966081,1,5210,E,2007-12-21,2018-11-11,2002-10-08,,,,,,94A-94B,,,,,,,,94.0,,,,,,20400121,1,,,N,osgb1000002298625301,21.0,osgb4000000030602935,7,osgb1000004205014,4,,175182063.0,FORTUNE GREEN ROAD,,,FORTUNE GREEN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW6 1DS,NW6 1DS,S,2Y,D,,E05000132,,2012-03-19,3,CS,249.0,,POINT (525123.7284334056 185536.3169123551),Fortune
